Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
Azipa Real Estate,,+254 742 880335,Piedmont Plaza,5.0,22,Unknown,https://www.google.com/maps/place/Azipa+Real+Estate/data=!4m7!3m6!1s0x65abe9500c35fdb1:0x63b80d1551149625!8m2!3d-1.2992904!4d36.7653282!16s%2Fg%2F11vhxccdgm!19sChIJsf01DFDpq2URJZYUURUNuGM?authuser=0&hl=en&rclk=1,https://aziparealestate.co.ke/,Google Maps
Silvamarahomes,,+254 722 284955,,5.0,82,Unknown,https://www.google.com/maps/place/Silvamarahomes/data=!4m7!3m6!1s0xae465d927f707c9b:0x1fabb9720b051318!8m2!3d-1.2830987!4d36.7766822!16s%2Fg%2F11y9xtnhwc!19sChIJm3xwf5JdRq4RGBMFC3K5qx8?authuser=0&hl=en&rclk=1,https://silvamarahomes.com/,Google Maps
Gimco Limited,,+254 704 386002,"Gimco Centre, Kiambere Rd",4.2,73,Unknown,https://www.google.com/maps/place/Gimco+Limited/data=!4m7!3m6!1s0x182f10e32db5faed:0x84423b77097c15e6!8m2!3d-1.3022738!4d36.8218509!16s%2Fg%2F1wy6ywk7!19sChIJ7fq1LeMQLxgR5hV8CXc7QoQ?authuser=0&hl=en&rclk=1,https://gimcoltd.com/,Google Maps
Grey Oak Limited,,+254 721 144999,"Yala Towers, Biashara street, off Koinange St",4.8,72,Unknown,https://www.google.com/maps/place/Grey+Oak+Limited/data=!4m7!3m6!1s0x182f1174ccee2003:0xc597b499b95f120e!8m2!3d-1.283!4d36.8186763!16s%2Fg%2F11f77vfmdp!19sChIJAyDuzHQRLxgRDhJfuZm0l8U?authuser=0&hl=en&rclk=1,https://www.greyoak.co.ke/,Google Maps
kwetu real estate,,+254 725 840840,Jabavu Ln,5.0,146,Unknown,https://www.google.com/maps/place/kwetu+real+estate/data=!4m7!3m6!1s0x182f1189aba48dc9:0xf58d98f5953001d9!8m2!3d-1.2940232!4d36.7975999!16s%2Fg%2F11qbcddp1n!19sChIJyY2kq4kRLxgR2QEwlfWYjfU?authuser=0&hl=en&rclk=1,https://www.kwetureal.co.ke/,Google Maps
VINTAGE - Corporate Headquarters,,+254 710 000000,PRJ5+245,5.0,102,Unknown,https://www.google.com/maps/place/VINTAGE+-+Corporate+Headquarters/data=!4m7!3m6!1s0x182f1125f6a28453:0x36e358b4aaec0a64!8m2!3d-1.2726246!4d36.8037173!16s%2Fg%2F1hhjbxj5g!19sChIJU4Si9iURLxgRZArsqrRY4zY?authuser=0&hl=en&rclk=1,https://vintagegroupe.com/,Google Maps
Amara Realty Company Limited,,+254 721 260000,Kamiti Rd,4.9,51,Unknown,https://www.google.com/maps/place/Amara+Realty+Company+Limited/data=!4m7!3m6!1s0x182f1501228cb803:0xe90ece1df9a85a3e!8m2!3d-1.21929!4d36.8897475!16s%2Fg%2F11k4_9t7lr!19sChIJA7iMIgEVLxgRPlqo-R3ODuk?authuser=0&hl=en&rclk=1,http://www.amararealty.co.ke/,Google Maps
Amor Homes,,+254 716 951541,,4.7,544,Unknown,https://www.google.com/maps/place/Amor+Homes/data=!4m7!3m6!1s0x184012836696af8d:0x810659249b9bcacb!8m2!3d-4.0304337!4d39.6843739!16s%2Fg%2F11g724gj3q!19sChIJja-WZoMSQBgRy8qbmyRZBoE?authuser=0&hl=en&rclk=1,http://www.amorhomes.co.ke/,Google Maps
Benford Homes,,+254 723 753607,Links Rd,4.9,28,Unknown,https://www.google.com/maps/place/Benford+Homes/data=!4m7!3m6!1s0x184013272f51867b:0x81d260650c7dbf95!8m2!3d-4.0215372!4d39.721274!16s%2Fg%2F11b6b613l1!19sChIJe4ZRLycTQBgRlb99DGVg0oE?authuser=0&hl=en&rclk=1,http://www.benfordhomes.com/,Google Maps
KRUSS Properties,,+254 703 846197,"Nyali, off Malindi Road PO 95877-80106",4.6,58,Unknown,https://www.google.com/maps/place/KRUSS+Properties/data=!4m7!3m6!1s0x18400df6c5567327:0x728652281b63a28b!8m2!3d-4.0209067!4d39.7203432!16s%2Fg%2F1q5blqppd!19sChIJJ3NWxfYNQBgRi6JjGyhShnI?authuser=0&hl=en&rclk=1,https://kruss.co.ke/,Google Maps
DK REAL ESTATES LTD (Nyali Office),,+254 729 204688,"NYALI CENTER, Link Road",4.6,18,Unknown,https://www.google.com/maps/place/DK+REAL+ESTATES+LTD+%28Nyali+Office%29/data=!4m7!3m6!1s0x18400df6a5f26b2f:0x49abf4b49d489d48!8m2!3d-4.0226875!4d39.7186875!16s%2Fg%2F11b6gd52rd!19sChIJL2vypfYNQBgRSJ1InbT0q0k?authuser=0&hl=en&rclk=1,http://www.dkrel.com/,Google Maps
Nairobi Homes Mombasa Ltd,,+254 722 565888,Mombasa Trade Centre,3.5,57,Unknown,https://www.google.com/maps/place/Nairobi+Homes+Mombasa+Ltd/data=!4m7!3m6!1s0x18401321fc58c39f:0x80e438d1eebb3323!8m2!3d-4.06349!4d39.6722397!16s%2Fg%2F11g_hg3_f!19sChIJn8NY_CETQBgRIzO77tE45IA?authuser=0&hl=en&rclk=1,https://nairobihomesmsa.com/,Google Maps
UrbanPoint Properties Ltd,,+254 726 763061,"Baobab petrol station, Malindi Rd",4.8,14,Unknown,https://www.google.com/maps/place/UrbanPoint+Properties+Ltd/data=!4m7!3m6!1s0x18400de5719cc169:0xd40dcb21d47ca5fd!8m2!3d-4.0098462!4d39.7233744!16s%2Fg%2F11hkcy8v63!19sChIJacGcceUNQBgR_aV81CHLDdQ?authuser=0&hl=en&rclk=1,http://www.urbanpointproperties.co.ke/,Google Maps
"Edgestone Real Estate, KE",,+254 743 606131,Mtwapa Business Park,4.8,76,Unknown,"https://www.google.com/maps/place/Edgestone+Real+Estate,+KE/data=!4m7!3m6!1s0x1840093b986102e9:0xa7c2df7ee050050e!8m2!3d-3.9514029!4d39.7439643!16s%2Fg%2F11mwl0l6tn!19sChIJ6QJhmDsJQBgRDgVQ4H7fwqc?authuser=0&hl=en&rclk=1",https://edgestonerealty.co.ke/,Google Maps
Residence Real Estate,,+254 722 618266,"2nd floor city mall, Malindi Rd",5.0,3,Unknown,https://www.google.com/maps/place/Residence+Real+Estate/data=!4m7!3m6!1s0x18400d0636280451:0x18291b5ee83d0159!8m2!3d-4.0198122!4d39.7203583!16s%2Fg%2F11lgdrhcs7!19sChIJUQQoNgYNQBgRWQE96F4bKRg?authuser=0&hl=en&rclk=1,https://www.residence.co.ke/,Google Maps
Avenue Vista Property Center Mombasa,,+254 797 670765,Nkurumah Rd,5.0,9,Unknown,https://www.google.com/maps/place/Avenue+Vista+Property+Center+Mombasa/data=!4m7!3m6!1s0x184013005fc65925:0x1625b6ed6af637dc!8m2!3d-4.0638612!4d39.6733441!16s%2Fg%2F11yltxhbhn!19sChIJJVnGXwATQBgR3Df2au22JRY?authuser=0&hl=en&rclk=1,https://avenuepropertycenterkenya.com/,Google Maps
Kilifi Properties,,+254 727 572626,Links Rd,4.8,49,Unknown,https://www.google.com/maps/place/Kilifi+Properties/data=!4m7!3m6!1s0x18400d0c51d1fbcf:0x267e9f033242270c!8m2!3d-4.0486333!4d39.6927264!16s%2Fg%2F11j7c1j48g!19sChIJz_vRUQwNQBgRDCdCMgOffiY?authuser=0&hl=en&rclk=1,https://kilifiproperties.co.ke/,Google Maps
Fine Living Properties Kenya,,+254 111 953954,"Kanai Plaza, Moi Ave",5.0,1,Unknown,https://www.google.com/maps/place/Fine+Living+Properties+Kenya/data=!4m7!3m6!1s0x8beb7862493cc037:0x42dda85b2cdd6784!8m2!3d-4.061689!4d39.6668788!16s%2Fg%2F11wbd5pw0s!19sChIJN8A8SWJ464sRhGfdLFuo3UI?authuser=0&hl=en&rclk=1,https://www.finelivingproperties.co.ke/,Google Maps
PEPONI HOMES MOMBASA,,+254 758 544444,"Aqua estate, Aqua gardens, Baobab Rd",5.0,11,Unknown,https://www.google.com/maps/place/PEPONI+HOMES+MOMBASA/data=!4m7!3m6!1s0x18404715d18dfe81:0x6d7568c0814a7da3!8m2!3d-4.0122502!4d39.7240188!16s%2Fg%2F11y8zv93sq!19sChIJgf6N0RVHQBgRo31KgcBodW0?authuser=0&hl=en&rclk=1,https://zurihomesmombasa.ke-hotel.com/fr/,Google Maps
Phina Real Estate Valuers Mombasa Kenya,,+254 715 804237,Nkurumah Rd,4.4,8,Unknown,https://www.google.com/maps/place/Phina+Real+Estate+Valuers+Mombasa+Kenya/data=!4m7!3m6!1s0x184013bd7c3387a1:0xf40d1a1bb2e59eae!8m2!3d-4.0630332!4d39.6754188!16s%2Fg%2F11h3n4137x!19sChIJoYczfL0TQBgRrp7lshsaDfQ?authuser=0&hl=en&rclk=1,https://phinavaluers.co.ke/,Google Maps
INUKA AFRIKA PROPERTIES LTD,,+254 711 082084,Links Road opposite Kigotho's Hotel,4.8,76,Unknown,https://www.google.com/maps/place/INUKA+AFRIKA+PROPERTIES+LTD/data=!4m7!3m6!1s0x184013275496b987:0x549f8c14aaf449cf!8m2!3d-4.0282517!4d39.7164876!16s%2Fg%2F11csc7fzjz!19sChIJh7mWVCcTQBgRz0n0qhSMn1Q?authuser=0&hl=en&rclk=1,https://inukaproperties.co.ke/,Google Maps
Jimmarl Homes,,+254 769 734966,UTALIIKENYA COMPLEX BUILDING Moi Ave,4.7,18,Unknown,https://www.google.com/maps/place/Jimmarl+Homes/data=!4m7!3m6!1s0xd0521703ec6d50d:0x6b0d079ff63e0948!8m2!3d-4.0615552!4d39.6640169!16s%2Fg%2F11m68vbd8r!19sChIJDdXGPnAhBQ0RSAk-9p8HDWs?authuser=0&hl=en&rclk=1,https://jimmarlhomes.com/,Google Maps
GREENLIGHT REAL ESTATE LTD,,+254 755 881118,"Palli House, Ground Floor Nyerere Rd",4.5,8,Unknown,https://www.google.com/maps/place/GREENLIGHT+REAL+ESTATE+LTD/data=!4m7!3m6!1s0x80104e1deabb0aaf:0xa4e373fc5f2ca019!8m2!3d-4.0651446!4d39.6709573!16s%2Fg%2F11wwbjyskr!19sChIJrwq76h1OEIARGaAsX_xz46Q?authuser=0&hl=en&rclk=1,https://www.greenlightrealestate.co.ke/,Google Maps
Homeseekers ltd,,+254 750 077777,"opposite Huduma Center, Makadara Rd",4.6,7,Unknown,https://www.google.com/maps/place/Homeseekers+ltd/data=!4m7!3m6!1s0x18401361af965315:0x1cfab503816bd467!8m2!3d-4.0608271!4d39.6726709!16s%2Fg%2F11llkjy7p_!19sChIJFVOWr2ETQBgRZ9RrgQO1-hw?authuser=0&hl=en&rclk=1,https://www.homeseekers.co.ke/,Google Maps
RealtorLovetone-kenya,,+254 723 918168,,3.4,5,Unknown,https://www.google.com/maps/place/RealtorLovetone-kenya/data=!4m7!3m6!1s0x18400d141f5cde27:0x9454edad5f8c80d1!8m2!3d-4.0026313!4d39.701877!16s%2Fg%2F11f6kr1ncs!19sChIJJ95cHxQNQBgR0YCMX63tVJQ?authuser=0&hl=en&rclk=1,https://g.page/realtorlovetone-kenya,Google Maps
BLISS HOMES,,+254 722 766267,Links Rd,5.0,5,Unknown,https://www.google.com/maps/place/BLISS+HOMES/data=!4m7!3m6!1s0x18400d7ce4e256e5:0x686dbdc9ce2529fb!8m2!3d-4.0331643!4d39.7163966!16s%2Fg%2F11hzsnyh35!19sChIJ5Vbi5HwNQBgR-yklzsm9bWg?authuser=0&hl=en&rclk=1,http://blisshomes.co.ke/,Google Maps
Coral Property,,+254 729 706600,Links Rd,3.9,18,Unknown,https://www.google.com/maps/place/Coral+Property/data=!4m7!3m6!1s0x184012f20b42d60d:0xc76eb7852c6eb1d0!8m2!3d-4.0461092!4d39.6830552!16s%2Fg%2F11cs36g4x5!19sChIJDdZCC_ISQBgR0LFuLIW3bsc?authuser=0&hl=en&rclk=1,https://coralpropertykenya.com/,Google Maps
Ammarville Properties,,+254 731 417435,Off New Malindi Road,4.8,11,Unknown,https://www.google.com/maps/place/Ammarville+Properties/data=!4m7!3m6!1s0x18400d8b473ce00d:0x15079fdfcd8c8bf0!8m2!3d-4.0259689!4d39.695618!16s%2Fg%2F11kp_8slph!19sChIJDeA8R4sNQBgR8IuMzd-fBxU?authuser=0&hl=en&rclk=1,http://ammarvilleproperties.co.ke/,Google Maps
Dahnan Properties Limited,,+254 754 500600,"Jiwaji Building, Digo Rd",3.0,2,Unknown,https://www.google.com/maps/place/Dahnan+Properties+Limited/data=!4m7!3m6!1s0x184013dc2ef1d29d:0xce5b8539a975cee2!8m2!3d-4.060244!4d39.6724037!16s%2Fg%2F11h_d65xgs!19sChIJndLxLtwTQBgR4s51qTmFW84?authuser=0&hl=en&rclk=1,http://www.dahnanproperties.com/,Google Maps
Avenue Valuers Ltd - Mombasa,,+254 725 993605,"Social Security House (NSSF Building, 508 Nkurumah Rd",5.0,12,Unknown,https://www.google.com/maps/place/Avenue+Valuers+Ltd+-+Mombasa/data=!4m7!3m6!1s0x18401371a6a13157:0xd5e1225960162146!8m2!3d-4.0639465!4d39.6732081!16s%2Fg%2F11khs2d1yb!19sChIJVzGhpnETQBgRRiEWYFki4dU?authuser=0&hl=en&rclk=1,https://avenuevaluers.co.ke/,Google Maps
Mombasa Homes,,+254 723 315588,Links Rd,5.0,3,Unknown,https://www.google.com/maps/place/Mombasa+Homes/data=!4m7!3m6!1s0x18400df154647e11:0xa996466036b63c84!8m2!3d-4.0512089!4d39.6887228!16s%2Fg%2F11q7bc760w!19sChIJEX5kVPENQBgRhDy2NmBGlqk?authuser=0&hl=en&rclk=1,https://mombasahomes.org/,Google Maps
Ijara Properties Ltd,,+254 722 811136,Corner of Mlango wa Papa and Abdel Nasser Road,2.2,19,Unknown,https://www.google.com/maps/place/Ijara+Properties+Ltd/data=!4m7!3m6!1s0x184013698815109f:0xfa1d00b1687d0fea!8m2!3d-4.0564496!4d39.6734517!16s%2Fg%2F11rb1yzkr9!19sChIJnxAViGkTQBgR6g99aLEAHfo?authuser=0&hl=en&rclk=1,https://www.ijaraproperties.com/,Google Maps
Tajiri Luxury Properties Ltd,,+254 743 430475,"Epic Business Park, 5th Floor Links Rd",5.0,21,Unknown,https://www.google.com/maps/place/Tajiri+Luxury+Properties+Ltd/data=!4m7!3m6!1s0x184013d58917a229:0x64468d80923e644!8m2!3d-4.0486352!4d39.6927508!16s%2Fg%2F11v0bq_qqj!19sChIJKaIXidUTQBgRROYjCdhoRAY?authuser=0&hl=en&rclk=1,https://www.tajiriluxuryproperties.com/,Google Maps
Blueterra Holdings Ltd,,+254 708 765935,XPW6+WR2,5.0,23,Unknown,https://www.google.com/maps/place/Blueterra+Holdings+Ltd/data=!4m7!3m6!1s0x18400d50d5409629:0xe556723b660211eb!8m2!3d-4.0026875!4d39.7120625!16s%2Fg%2F11yzty4tyq!19sChIJKZZA1VANQBgR6xECZjtyVuU?authuser=0&hl=en&rclk=1,https://blueterra.co.ke/,Google Maps
Megna Homes,,+254 748 366666,Umoja Rd,4.9,11,Unknown,https://www.google.com/maps/place/Megna+Homes/data=!4m7!3m6!1s0x1840138cb63ffa47:0x5d1a99f07e04f585!8m2!3d-4.0496691!4d39.6871515!16s%2Fg%2F11vwjclrb3!19sChIJR_o_towTQBgRhfUEfvCZGl0?authuser=0&hl=en&rclk=1,https://www.megnahomes.com/,Google Maps
KENYA PROJECTS BUDGET & EXECUTIVE HOMES,,+254 739 827999,Mkumani Rd,4.3,6,Unknown,https://www.google.com/maps/place/KENYA+PROJECTS+BUDGET+%26+EXECUTIVE+HOMES/data=!4m7!3m6!1s0x18401367498f3b5f:0xd59128a85c1950c2!8m2!3d-4.0526103!4d39.6856199!16s%2Fg%2F11mw7nylc6!19sChIJXzuPSWcTQBgRwlAZXKgokdU?authuser=0&hl=en&rclk=1,https://budgethomeskenya.blogspot.com/,Google Maps
Skychoice Properties Ltd,,+254 700 155181,Links Rd,4.8,5,Unknown,https://www.google.com/maps/place/Skychoice+Properties+Ltd/data=!4m7!3m6!1s0x1840136d46eb8637:0xa3cec29f88525b05!8m2!3d-4.0410371!4d39.6817694!16s%2Fg%2F11sy_sj_z0!19sChIJN4brRm0TQBgRBVtSiJ_CzqM?authuser=0&hl=en&rclk=1,https://www.skychoiceproperties.com/,Google Maps
