Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Lead Score,Priority,Social Presence,Web Search Verification,Source
Shore's Edge Guest House,,+27 76 241 4884,,4.8,58,Unknown,https://www.google.com/maps/place/Shore%27s+Edge+Guest+House/data=!4m10!3m9!1s0x1dce0b3b0c2e50a9:0x753ed2026dad17a4!5m2!4m1!1i2!8m2!3d-34.427686!4d19.1937204!16s%2Fg%2F12hlhd60w!19sChIJqVAuDDsLzh0RpBetbQLSPnU?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
PrideInn Hotel Mombasa City,,+254 709 532000,,4.2,1381,No,https://www.google.com/maps/place/PrideInn+Hotel+Mombasa+City/data=!4m10!3m9!1s0x184012d8c156fc9d:0x8c82a7d72a4ba3bb!5m2!4m1!1i2!8m2!3d-4.059031!4d39.6662464!16s%2Fg%2F11h1d93x4!19sChIJnfxWwdgSQBgRu6NLKtengow?authuser=0&hl=en&rclk=1,63,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Craftsmanship By Design,,+27 78 721 9060,,4.3,71,Unknown,https://www.google.com/maps/place/Craftsmanship+By+Design/data=!4m10!3m9!1s0x1e950e85e6365ecf:0x72d567d4890710fe!5m2!4m1!1i2!8m2!3d-26.2050835!4d28.058961!16s%2Fg%2F11j8k8zkyc!19sChIJz1425oUOlR4R_hAHidRn1XI?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Hotel Metro Lodge Marine Parade,,+27 62 563 4016,Straightforward lodging near the beach,4.2,85,Unknown,https://www.google.com/maps/place/Hotel+Metro+Lodge+Marine+Parade/data=!4m10!3m9!1s0x1ef7a9c83c786047:0x2f0648a38678a171!5m2!4m1!1i2!8m2!3d-29.85574!4d31.038186!16s%2Fg%2F11ghtnd_ph!19sChIJR2B4PMip9x4RcaF4hqNIBi8?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Nantucket Guest House in Hermanus,,+27 82 779 1716,,4.3,89,Unknown,https://www.google.com/maps/place/Nantucket+Guest+House+in+Hermanus/data=!4m10!3m9!1s0x1dce097af9b8edef:0x175d80294845165c!5m2!4m1!1i2!8m2!3d-34.407867!4d19.292926!16s%2Fg%2F11b6dywxl2!19sChIJ7-24-XoJzh0RXBZFSCmAXRc?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Akogo House. (Hostel and Backpackers),,+254 718 909559,,3.8,105,No,https://www.google.com/maps/place/Akogo+House.+%28Hostel+and+Backpackers%29/data=!4m10!3m9!1s0x1840135da63ad275:0x9d44b7e8287f99f8!5m2!4m1!1i2!8m2!3d-4.0318407!4d39.7037422!16s%2Fg%2F11g0tfp_4_!19sChIJddI6pl0TQBgR-Jl_KOi3RJ0?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
6 park retreat,,+254 722 860118,,4.3,95,Unknown,https://www.google.com/maps/place/6+park+retreat/data=!4m10!3m9!1s0x18400992dc0771bd:0x641808009d2c8a96!5m2!4m1!1i2!8m2!3d-3.9520148!4d39.7473233!16s%2Fg%2F11p5gkkh1y!19sChIJvXEH3JIJQBgRloosnQAIGGQ?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Regency INN Tudor,,+254 712 304704,,4.0,50,Unknown,https://www.google.com/maps/place/Regency+INN+Tudor/data=!4m10!3m9!1s0x184013f98930e7a5:0x9d8f07491f0f9ed7!5m2!4m1!1i2!8m2!3d-4.0356921!4d39.6625231!16s%2Fg%2F11h2d7krqp!19sChIJpecwifkTQBgR154PH0kHj50?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Noma Stays Nyali,,+254 736 189153,,4.2,90,Unknown,https://www.google.com/maps/place/Noma+Stays+Nyali/data=!4m10!3m9!1s0x184013d24d942f4f:0xff4b2d836e51769c!5m2!4m1!1i2!8m2!3d-4.0338484!4d39.7145046!16s%2Fg%2F11kq0tfmqs!19sChIJTy-UTdITQBgRnHZRboMtS_8?authuser=0&hl=en&rclk=1,58,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Vincent Mabuyakhulu Conference Centre,,+27 11 833 1214,,4.0,40,No,https://www.google.com/maps/place/Vincent+Mabuyakhulu+Conference+Centre/data=!4m10!3m9!1s0x1682641fb3a4549:0xc050fd9244334862!5m2!4m1!1i2!8m2!3d-26.20151!4d28.0341!16s%2Fg%2F11b7fr80xh!19sChIJSUU6-0EmaAERYkgzRJL9UMA?authuser=0&hl=en&rclk=1,53,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Downtown Hotel,,+27 31 337 8396,106 Anton Lembede St,3.1,104,No,https://www.google.com/maps/place/Downtown+Hotel/data=!4m7!3m6!1s0x1ef7a9b5517518b9:0xeaa04307e08b777e!8m2!3d-29.8578718!4d31.0328641!16s%2Fg%2F1pzxnsq5y!19sChIJuRh1UbWp9x4RfneL4AdDoOo?authuser=0&hl=en&rclk=1,53,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Galaxy Guest House Pretoria,,+27 79 667 9170,,3.5,55,Unknown,https://www.google.com/maps/place/Galaxy+Guest+House+Pretoria/data=!4m10!3m9!1s0x1ebfd93df569f8db:0xffa9b1c480f2df11!5m2!4m1!1i2!8m2!3d-25.7050602!4d28.1284698!16s%2Fg%2F11kpdfypvc!19sChIJ2_hp9T3Zvx4REd_ygMSxqf8?authuser=0&hl=en&rclk=1,53,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Athina Beach House,,+254 711 935178,,4.4,41,No,https://www.google.com/maps/place/Athina+Beach+House/data=!4m10!3m9!1s0x18401208ddef00e5:0xfce74410319deb2d!5m2!4m1!1i2!8m2!3d-4.0279039!4d39.7216004!16s%2Fg%2F11dxkw90vf!19sChIJ5QDv3QgSQBgRLeudMRBE5_w?authuser=0&hl=en&rclk=1,53,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Queen Guest House,,+27 65 638 6186,,4.5,14,Unknown,https://www.google.com/maps/place/Queen+Guest+House/data=!4m10!3m9!1s0x1e957dd4c77e41a9:0xa61054b119cf6ddd!5m2!4m1!1i2!8m2!3d-25.7612331!4d28.1096334!16s%2Fg%2F11xn42jt_9!19sChIJqUF-x9R9lR4R3W3PGbFUEKY?authuser=0&hl=en&rclk=1,48,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Josleejim Hotel Ltd,,+254 20 2038814,,3.4,46,Unknown,https://www.google.com/maps/place/Josleejim+Hotel+Ltd/data=!4m10!3m9!1s0x184012df2aefeceb:0x81234fd3c80cc81b!5m2!4m1!1i2!8m2!3d-4.0573673!4d39.6675087!16s%2Fg%2F1tgkr0v2!19sChIJ6-zvKt8SQBgRG8gMyNNPI4E?authuser=0&hl=en&rclk=1,48,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Pango Guest House,,+254 720 559448,,3.8,40,No,https://www.google.com/maps/place/Pango+Guest+House/data=!4m10!3m9!1s0x18406d7d6357c357:0x18ba665bae7a52fe!5m2!4m1!1i2!8m2!3d-4.0307814!4d39.6186517!16s%2Fg%2F11c58v40d4!19sChIJV8NXY31tQBgR_lJ6rltmuhg?authuser=0&hl=en&rclk=1,48,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Popsy's Guesthouse,,+27 84 072 5953,,4.6,10,No,https://www.google.com/maps/place/Popsy%27s+Guesthouse/data=!4m10!3m9!1s0x1e950f9aaeaf19b9:0xd4f513f8f8065e8e!5m2!4m1!1i2!8m2!3d-26.203724!4d28.0559438!16s%2Fg%2F11w3hbpgry!19sChIJuRmvrpoPlR4Rjl4G-PgT9dQ?authuser=0&hl=en&rclk=1,43,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Bet Irene,,+27 823225801,33 Oviston Way,0.0,0,Unknown,,43,Warm,social_media,no matching own-domain result in top results (checked 2x),OpenStreetMap
The Gregoire,,+27 28 312 4233,,4.5,16,No,https://www.google.com/maps/place/The+Gregoire/data=!4m10!3m9!1s0x1dce0bb1c29f50d1:0x7ecdb5ab9375f24f!5m2!4m1!1i2!8m2!3d-34.413572!4d19.248308!16s%2Fg%2F11cmy7c1hc!19sChIJ0VCfwrELzh0RT_J1k6u1zX4?authuser=0&hl=en&rclk=1,43,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Hermanus Beach House,,+27 84 601 0001,,4.9,8,No,https://www.google.com/maps/place/Hermanus+Beach+House/data=!4m10!3m9!1s0x1dce097d5c05f6c7:0x5f67b9d14d4791c2!5m2!4m1!1i2!8m2!3d-34.4106524!4d19.28363!16s%2Fg%2F1wn7b2lq!19sChIJx_YFXH0Jzh0RwpFHTdG5Z18?authuser=0&hl=en&rclk=1,43,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
Norfolkden Beachhouse,,+27 72 620 3898,,4.4,17,Unknown,https://www.google.com/maps/place/Norfolkden+Beachhouse/data=!4m10!3m9!1s0x1dce0bd3e0818a89:0x9ec42aeef9f40668!5m2!4m1!1i2!8m2!3d-34.4073927!4d19.2757676!16s%2Fg%2F1pp2vbrpj!19sChIJiYqB4NMLzh0RaAb0-e4qxJ4?authuser=0&hl=en&rclk=1,43,Warm,none,no matching own-domain result in top results (checked 2x),Google Maps
329 on 30th Avenue Guesthouse,,+27 72 387 3249,,5.0,1,Unknown,https://www.google.com/maps/place/329+on+30th+Avenue+Guesthouse/data=!4m10!3m9!1s0x1ebfdf255d7d4f99:0xc410a9c0aeee955d!5m2!4m1!1i2!8m2!3d-25.723144!4d28.2359073!16s%2Fg%2F11nj0wb09p!19sChIJmU99XSXfvx4RXZXursCpEMQ?authuser=0&hl=en&rclk=1,38,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Tuis en Tevrede,,+27 83 299 2931,,4.8,4,Unknown,https://www.google.com/maps/place/Tuis+en+Tevrede/data=!4m10!3m9!1s0x1dce0b26185658d7:0xf0213bc349a7f4aa!5m2!4m1!1i2!8m2!3d-34.4087303!4d19.2622487!16s%2Fg%2F11x2b6gtkk!19sChIJ11hWGCYLzh0RqvSnScM7IfA?authuser=0&hl=en&rclk=1,38,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Gregoire Hotel (Front Entrance),,+27 28 312 2285,,4.2,6,No,https://www.google.com/maps/place/Gregoire+Hotel+%28Front+Entrance%29/data=!4m10!3m9!1s0x1dce0bb1e315e215:0x6d1f48e5a7dfd438!5m2!4m1!1i2!8m2!3d-34.413322!4d19.2478439!16s%2Fg%2F11csp77zjk!19sChIJFeIV47ELzh0RONTfp-VIH20?authuser=0&hl=en&rclk=1,38,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Fenns Cozy Apartments,,+254 740 832671,,5.0,3,Unknown,https://www.google.com/maps/place/Fenns+Cozy+Apartments/data=!4m10!3m9!1s0x18400d544e9af3c7:0x2b40ba09f948a6a6!5m2!4m1!1i2!8m2!3d-4.0211124!4d39.7266335!16s%2Fg%2F11x0h2jvh1!19sChIJx_OaTlQNQBgRpqZI-Qm6QCs?authuser=0&hl=en&rclk=1,38,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
23 Whitaker BnB,,+27 73 485 2940,,2.7,10,Unknown,https://www.google.com/maps/place/23+Whitaker+BnB/data=!4m10!3m9!1s0x1e950f067f138347:0x17bb97bfebeb116f!5m2!4m1!1i2!8m2!3d-26.2036135!4d28.0853184!16s%2Fg%2F11vl2jgw_k!19sChIJR4MTfwYPlR4RbxHr67-Xuxc?authuser=0&hl=en&rclk=1,33,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Modern Charm For Gourmets,,+27834420044,113 1st Avenue,0.0,0,Unknown,,28,Cold,directory_or_aggregator,no matching own-domain result in top results (checked 2x),OpenStreetMap
Seaside Hermanus Guest Room,,+27 83 980 4915,,3.4,11,No,https://www.google.com/maps/place/Seaside+Hermanus+Guest+Room/data=!4m10!3m9!1s0x1dce0a4d6a3e1fd5:0xf42fead5960392f2!5m2!4m1!1i2!8m2!3d-34.4053673!4d19.2486484!16s%2Fg%2F11f4wtdtp2!19sChIJ1R8-ak0Kzh0R8pIDltXqL_Q?authuser=0&hl=en&rclk=1,28,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Oswald Resort,,+254 729 649007,,4.0,1,No,https://www.google.com/maps/place/Oswald+Resort/data=!4m10!3m9!1s0x1840126e027de3b7:0xabc8097352b8d562!5m2!4m1!1i2!8m2!3d-4.033555!4d39.708082!16s%2Fg%2F11lzj_w2tv!19sChIJt-N9Am4SQBgRYtW4UnMJyKs?authuser=0&hl=en&rclk=1,28,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
Johannesburger Hotel,,+27 117253753,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Rand Inn Hotel,,+27 11 336 2735; +27 11 336 2702,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Tudhope Loge Hotel,,+27 11480153,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Radisson Blu Sandton,,+27 11 245 8000,Daisy Street Johannesburg,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
The Maple Village Guest Lodge,,+27116095204,22 Ferdinand Avenue,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Greenfire Lodge Johannesburg,,+27 118881160,25 Alida Street,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Jubella Cottage,,+27 73 477 5961,77 Catherine Road,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
12 Decades Art Hotel,,+27 10 410 5460,286 Fox Street,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Fontana Inn,,+27 117253980,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Hyatt Regency Johannesburg,,+27 11 280 1234,"191 Oxford Road Rosebank, Johannesburg",0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Bergzicht,,+27 21 4238513,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
1 on Queens,,+27 21 4220004,,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
The Glam Hotel,,+27214241006,40 Burg Street,0.0,0,Unknown,,23,Cold,none,search failed: Request timed out: ConnectTimeout('timed out') (checked 2x),OpenStreetMap
St. Paul's,,+27214234420,182 Breë Street,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Radisson Blu Hotel Waterfront,,+27 21 441 3000,Beach Road Granger Bay Cape Town,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Kloof Bed & Breakfast,,+27 82 923 3730,570 Rutgers Street Moreleta Park Pretoria,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
MiCasa SuCasa Manor,,+27 79 854 6709,858 Justice Mahomed Street Pretoria,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Aloe House,,+27 28 3131191,53,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Jakasa Guesthouse,,+27283121349,213 Main Road,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Ganjoni Wananchi Hotel,,+254 41 2313685,Archbishop Makarios Road Mombasa,0.0,0,Unknown,,23,Cold,none,no matching own-domain result in top results (checked 2x),OpenStreetMap
Signature Group Hotel,,+27 69 509 2147,,3.0,2,No,https://www.google.com/maps/place/Signature+Group+Hotel/data=!4m10!3m9!1s0x1e950c316d39fd63:0xbc4d32c430d7c160!5m2!4m1!1i2!8m2!3d-26.1811256!4d28.0581601!16s%2Fg%2F11t28c6v4v!19sChIJY_05bTEMlR4RYMHXMMQyTbw?authuser=0&hl=en&rclk=1,18,Cold,none,no matching own-domain result in top results (checked 2x),Google Maps
