Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
Signature Club Resort,,+91 99723 05352,,4.3,6413,Unknown,https://www.google.com/maps/place/Signature+Club+Resort/data=!4m10!3m9!1s0x3bae1d6a626c94f1:0xfca37c8a83afaab!5m2!4m1!1i2!8m2!3d13.2280604!4d77.7205656!16s%2Fg%2F11ck7gg3py!19sChIJ8ZRsYmodrjsRq_o6qMg3yg8?authuser=0&hl=en&rclk=1,http://www.signatureclubresort.com/,Google Maps
Suggee Resort,,+91 95388 28531,,4.4,11040,Unknown,https://www.google.com/maps/place/Suggee+Resort/data=!4m10!3m9!1s0x3bae693d748da6e1:0x6fcb5516c4387207!5m2!4m1!1i2!8m2!3d12.72357!4d77.6132327!16s%2Fg%2F11fhz5sj0j!19sChIJ4aaNdD1prjsRB3I4xBZVy28?authuser=0&hl=en&rclk=1,https://www.borrbo.com/stays/day-outing-resorts-in-bangalore,Google Maps
Palm Meadows Resort,,+91 80 6828 4666,,4.5,7550,Unknown,https://www.google.com/maps/place/Palm+Meadows+Resort/data=!4m10!3m9!1s0x3bae12095f5a49b3:0x8be0fe2bd0482218!5m2!4m1!1i2!8m2!3d12.9641583!4d77.7391409!16s%2Fg%2F11b66hmxqj!19sChIJs0laXwkSrjsRGCJI0Cv-4Is?authuser=0&hl=en&rclk=1,http://www.palmmeadowsresort.com/,Google Maps
Amegundi Resort,,+91 89291 00666,,4.6,13295,Unknown,https://www.google.com/maps/place/Amegundi+Resort/data=!4m10!3m9!1s0x3bae59b9f66d4ecb:0x72ccc4a323be0610!5m2!4m1!1i2!8m2!3d12.5237081!4d77.4680381!16s%2Fg%2F11c2p5ls5q!19sChIJy05t9rlZrjsREAa-I6PEzHI?authuser=0&hl=en&rclk=1,https://www.amegundi.com/,Google Maps
Aldovia - Resort & Convention,,+91 80 3507 7000,,4.3,18328,Unknown,https://www.google.com/maps/place/Aldovia+-+Resort+%26+Convention/data=!4m10!3m9!1s0x3bae16773c548eed:0x115debba50e73b75!5m2!4m1!1i2!8m2!3d13.207243!4d77.6330487!16s%2Fg%2F1tjrndy7!19sChIJ7Y5UPHcWrjsRdTvnULrrXRE?authuser=0&hl=en&rclk=1,https://www.aldovia.in/,Google Maps
MJ Avyanna Resort & Convention Centre,,+91 80 2991 1616,,4.5,2246,Unknown,https://www.google.com/maps/place/MJ+Avyanna+Resort+%26+Convention+Centre/data=!4m10!3m9!1s0x3bae6f32ac396a8d:0x16346e574f13ee0f!5m2!4m1!1i2!8m2!3d12.7302893!4d77.6740681!16s%2Fg%2F11s7ln43gn!19sChIJjWo5rDJvrjsRD-4TT1duNBY?authuser=0&hl=en&rclk=1,https://www.mjavyanna.com/,Google Maps
Shakthi Hill Resorts,,+91 98457 47506,,3.8,3990,No,https://www.google.com/maps/place/Shakthi+Hill+Resorts/data=!4m10!3m9!1s0x3bae3e016a7c4ebd:0xe78ee86eb7ecff59!5m2!4m1!1i2!8m2!3d12.9109008!4d77.52858!16s%2Fg%2F1vyk0z2d!19sChIJvU58agE-rjsRWf_st27ojuc?authuser=0&hl=en&rclk=1,https://shakthi-hill-resorts-pvt-ltd.indiabangalorehotels.com/en/,Google Maps
Windflower Prakruthi Resort and Spa,,+91 80 4901 5777,,4.0,8189,Unknown,https://www.google.com/maps/place/Windflower+Prakruthi+Resort+and+Spa/data=!4m10!3m9!1s0x3bae1e52c5bf9ccb:0x7012e39c795b7143!5m2!4m1!1i2!8m2!3d13.2032336!4d77.6096913!16s%2Fg%2F12hkrqzt2!19sChIJy5y_xVIerjsRQ3FbeZzjEnA?authuser=0&hl=en&rclk=1,http://www.thewindflower.com/,Google Maps
Chairman’s Resort,,+91 80 4070 3703,,4.0,9040,Unknown,https://www.google.com/maps/place/Chairman%E2%80%99s+Resort/data=!4m10!3m9!1s0x3bae161360dace59:0xc287bc0558fe6a6!5m2!4m1!1i2!8m2!3d13.0586508!4d77.586161!16s%2Fg%2F12hqnf00x!19sChIJWc7aYBMWrjsRpuaPVcB7KAw?authuser=0&hl=en&rclk=1,https://chairmansresort.com/,Google Maps
Ramanashree California Resort,,+91 80 3514 6900,,3.8,7942,Unknown,https://www.google.com/maps/place/Ramanashree+California+Resort/data=!4m10!3m9!1s0x3bae1891f3e0775f:0xb57faa29fcf5e945!5m2!4m1!1i2!8m2!3d13.114654!4d77.5788725!16s%2Fg%2F1tftcs35!19sChIJX3fg85EYrjsRRen1_Cmqf7U?authuser=0&hl=en&rclk=1,https://www.ramanashree.com/california-resort-yelahanka/,Google Maps
Bella Ciao Brewery and Resto Bar,,+91 79960 50607,,4.5,623,Unknown,https://www.google.com/maps/place/Bella+Ciao+Brewery+and+Resto+Bar/data=!4m10!3m9!1s0x3bae23dfc2dd3fad:0x23dcce0b24fcff60!5m2!4m1!1i2!8m2!3d13.0963854!4d77.5289396!16s%2Fg%2F11t9_h008t!19sChIJrT_dwt8jrjsRYP_8JAvO3CM?authuser=0&hl=en&rclk=1,https://www.bellaciaoresorts.com/,Google Maps
RIVIDO MANYATA,,+91 98866 99993,,4.6,57,Unknown,https://www.google.com/maps/place/RIVIDO+MANYATA/data=!4m10!3m9!1s0x3bae196f952dcdd9:0xa385a2473fdd12ba!5m2!4m1!1i2!8m2!3d13.0605086!4d77.6287492!16s%2Fg%2F11yt7n2z17!19sChIJ2c0tlW8ZrjsRuhLdP0eihaM?authuser=0&hl=en&rclk=1,https://www.rividohotels.in/manyata-bengaluru/,Google Maps
"Ramee Strand Hotel, Bangalore India",,+91 80 4665 6577,,3.5,672,Unknown,"https://www.google.com/maps/place/Ramee+Strand+Hotel,+Bangalore+India/data=!4m10!3m9!1s0x3bae6d64f205b667:0x5080c1ad9a38e277!5m2!4m1!1i2!8m2!3d12.8791395!4d77.6464512!16s%2Fg%2F11ff0g3hpm!19sChIJZ7YF8mRtrjsRd-I4mq3BgFA?authuser=0&hl=en&rclk=1",http://rameestrandinn.com/,Google Maps
Jayamahal Palace Hotel,,+91 99720 33221,,4.2,8356,Unknown,https://www.google.com/maps/place/Jayamahal+Palace+Hotel/data=!4m10!3m9!1s0x3bae16657964177f:0x8fdb84948377d2be!5m2!4m1!1i2!8m2!3d12.9972!4d77.5979361!16s%2Fg%2F11dxggy4gm!19sChIJfxdkeWUWrjsRvtJ3g5SE248?authuser=0&hl=en&rclk=1,https://jayamahalpalace.com/,Google Maps
Transtree Brookefields,,+91 80 4034 9250,,4.4,490,Unknown,https://www.google.com/maps/place/Transtree+Brookefields/data=!4m10!3m9!1s0x3bae122360e21805:0xbd12adff4d8868d5!5m2!4m1!1i2!8m2!3d12.9632979!4d77.7171682!16s%2Fg%2F11g8xfm1sx!19sChIJBRjiYCMSrjsR1WiITf-tEr0?authuser=0&hl=en&rclk=1,http://www.transtree.in/,Google Maps
Holiday Village Resort,,+91 90366 62233,,4.0,7509,Unknown,https://www.google.com/maps/place/Holiday+Village+Resort/data=!4m10!3m9!1s0x3bae400a9e875c39:0x76d20159fcd1cb94!5m2!4m1!1i2!8m2!3d12.867141!4d77.5430562!16s%2Fg%2F1v3_13ds!19sChIJOVyHngpArjsRlMvR_FkB0nY?authuser=0&hl=en&rclk=1,http://holidayvillage.in/,Google Maps
Hotel Royal Orchid,,+91 77110 00222,,4.3,7095,Unknown,https://www.google.com/maps/place/Hotel+Royal+Orchid/data=!4m10!3m9!1s0x3bae1405dbb04b89:0x6ba4a1a96e5ed004!5m2!4m1!1i2!8m2!3d12.957501!4d77.6440962!16s%2Fg%2F11bz0mdf0x!19sChIJiUuw2wUUrjsRBNBebqmhpGs?authuser=0&hl=en&rclk=1,https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru,Google Maps
The Woodrose,,+91 96865 77163,,4.3,5843,Unknown,https://www.google.com/maps/place/The+Woodrose/data=!4m10!3m9!1s0x3bae150d59b01dbf:0xe2928460fcdb5b64!5m2!4m1!1i2!8m2!3d12.8923538!4d77.5830023!16s%2Fg%2F11y94dyml!19sChIJvx2wWQ0VrjsRZFvb_GCEkuI?authuser=0&hl=en&rclk=1,https://woodroseclub.com/,Google Maps
Regenta Inn Grand Koramangala,,+91 80 4165 6491,,4.5,1248,Unknown,https://www.google.com/maps/place/Regenta+Inn+Grand+Koramangala/data=!4m10!3m9!1s0x3bae15c3fd5c92fd:0x61901948419864aa!5m2!4m1!1i2!8m2!3d12.9434096!4d77.6214482!16s%2Fg%2F11lsz8_q06!19sChIJ_ZJc_cMVrjsRqmSYQUgZkGE?authuser=0&hl=en&rclk=1,https://regentagrandhotelsinn.bangaloreshotel.com/,Google Maps
Gokulam Grand Hotel & Spa,,+91 80 4300 1000,,4.3,9229,Unknown,https://www.google.com/maps/place/Gokulam+Grand+Hotel+%26+Spa/data=!4m10!3m9!1s0x3bae3d5a48506bf5:0x56d985c4fdd0b1d5!5m2!4m1!1i2!8m2!3d13.0419644!4d77.5546333!16s%2Fg%2F1tdbjfgq!19sChIJ9WtQSFo9rjsR1bHQ_cSF2VY?authuser=0&hl=en&rclk=1,http://www.gokulamgrandblr.com/,Google Maps
"Taj West End, Bengaluru",,+91 80666 05660,,4.6,18632,Unknown,"https://www.google.com/maps/place/Taj+West+End,+Bengaluru/data=!4m10!3m9!1s0x3bae1614ae4e21cb:0x43e3a50b3b1a3d3b!5m2!4m1!1i2!8m2!3d12.9845461!4d77.5845824!16s%2Fg%2F1tfb4_z7!19sChIJyyFOrhQWrjsROz0aOwul40M?authuser=0&hl=en&rclk=1",https://www.tajhotels.com/en-in/hotels/taj-west-end-bengaluru?utm_source=google&utm_medium=local&utm_campaign=taj-west-end-bengaluru,Google Maps
Sai Vishram Business Hotel,,+91 80 4040 0400,,4.4,6884,Unknown,https://www.google.com/maps/place/Sai+Vishram+Business+Hotel/data=!4m10!3m9!1s0x3bae6c5cad7ceeff:0xdceab7fc78ec4a7c!5m2!4m1!1i2!8m2!3d12.8245663!4d77.6811045!16s%2Fg%2F1xgz975y!19sChIJ_-58rVxsrjsRfErsePy36tw?authuser=0&hl=en&rclk=1,https://saivishram.com/business-hotel-bangalore,Google Maps
"Welcomhotel by ITC Hotels, Bengaluru",,+91 80 2500 1700,,4.7,13442,Unknown,"https://www.google.com/maps/place/Welcomhotel+by+ITC+Hotels,+Bengaluru/data=!4m10!3m9!1s0x3bae168210251fdf:0xc66dd8a58a2f9346!5m2!4m1!1i2!8m2!3d12.9688094!4d77.6144934!16s%2Fg%2F11b75gh9nz!19sChIJ3x8lEIIWrjsRRpMviqXYbcY?authuser=0&hl=en&rclk=1",https://www.itchotels.com/in/en/welcomhotelbengaluru?utm_source=google&utm_medium=businesslisting&utm_campaign=Welcomhotel_Richmond_Road_Bengaluru,Google Maps
"Featherlite Evoma Hotel, Co-Working Space & Business Centre",,+91 80 4190 3000,,4.0,3909,Unknown,"https://www.google.com/maps/place/Featherlite+Evoma+Hotel,+Co-Working+Space+%26+Business+Centre/data=!4m10!3m9!1s0x3bae10511448d77d:0x488521345c1f0ff0!5m2!4m1!1i2!8m2!3d13.022585!4d77.712139!16s%2Fg%2F1tczyz4f!19sChIJfddIFFEQrjsR8A8fXDQhhUg?authuser=0&hl=en&rclk=1",http://www.evomahotels.com/,Google Maps
Stargate Villa,,+91 99002 45767,,4.9,198,No,https://www.google.com/maps/place/Stargate+Villa/data=!4m10!3m9!1s0x3bae41108410e3e1:0xc8675b268ce601ee!5m2!4m1!1i2!8m2!3d12.8601757!4d77.4743353!16s%2Fg%2F11s7n101qb!19sChIJ4eMQhBBBrjsR7gHmjCZbZ8g?authuser=0&hl=en&rclk=1,https://stargatevilla.bookmystay.io/?utm_source=gmb&utm_campaign=website_buttton,Google Maps
Liwa,,+91 96861 12345,,4.2,2070,Unknown,https://www.google.com/maps/place/Liwa/data=!4m10!3m9!1s0x3bae1839381d10ef:0x89a5ddcb23e9709c!5m2!4m1!1i2!8m2!3d13.0760381!4d77.5913645!16s%2Fg%2F11btn15kjk!19sChIJ7xAdODkYrjsRnHDpI8vdpYk?authuser=0&hl=en&rclk=1,http://www.liwaahotels.com/,Google Maps
"Vivanta Bengaluru, Residency Road",,+91 80666 04545,,4.4,7121,Unknown,"https://www.google.com/maps/place/Vivanta+Bengaluru,+Residency+Road/data=!4m10!3m9!1s0x3bae1680a2db42b3:0x4ca6f271e640e479!5m2!4m1!1i2!8m2!3d12.9722428!4d77.6086284!16s%2Fg%2F11xm0fxqm!19sChIJs0LbooAWrjsReeRA5nHypkw?authuser=0&hl=en&rclk=1",https://www.vivantahotels.com/en-in/hotels/vivanta-bengaluru-residency-road?utm_source=google&utm_medium=local&utm_campaign=vivanta-bengaluru-residency-road&utm_content=vivanta-bengaluru-residency-road-gmb,Google Maps
Golden Fortune Hotel,,+91 90199 00459,,4.5,284,No,https://www.google.com/maps/place/Golden+Fortune+Hotel/data=!4m10!3m9!1s0x3bae17355dbc2527:0x72cf9212205b927a!5m2!4m1!1i2!8m2!3d13.0260744!4d77.6431067!16s%2Fg%2F11t_xngt7z!19sChIJJyW8XTUXrjsRepJbIBKSz3I?authuser=0&hl=en&rclk=1,https://golden-fortune.indiabangalorehotels.com/,Google Maps
"ITC Windsor, a Luxury Collection Hotel, Bengaluru",,+91 80 2226 9898,,4.7,22268,Unknown,"https://www.google.com/maps/place/ITC+Windsor,+a+Luxury+Collection+Hotel,+Bengaluru/data=!4m10!3m9!1s0x3bae1640b92f7cb3:0x3345d44527481f32!5m2!4m1!1i2!8m2!3d12.9941311!4d77.5858958!16s%2Fg%2F1tgj_1yg!19sChIJs3wvuUAWrjsRMh9IJ0XURTM?authuser=0&hl=en&rclk=1",https://www.marriott.com/en-us/hotels/blrlc-itc-windsor-a-luxury-collection-hotel-bengaluru/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Google Maps
"The Zuri Whitefield, Bengaluru",,+91 80666 57272,,4.3,9069,Unknown,"https://www.google.com/maps/place/The+Zuri+Whitefield,+Bengaluru/data=!4m10!3m9!1s0x3bae11eca67a4595:0x8df549946d852668!5m2!4m1!1i2!8m2!3d12.9901636!4d77.7233533!16s%2Fg%2F1v9l96f8!19sChIJlUV6puwRrjsRaCaFbZRJ9Y0?authuser=0&hl=en&rclk=1",http://www.thezurihotels.com/hotels-in-bengaluru/?utm_source=GMBlisting&utm_medium=organic,Google Maps
The Oterra Hotel,,+91 80 3003 0303,,4.4,6718,Unknown,https://www.google.com/maps/place/The+Oterra+Hotel/data=!4m10!3m9!1s0x3bae6c9b96d20d33:0xd27502a25659cfd3!5m2!4m1!1i2!8m2!3d12.8500283!4d77.6603171!16s%2Fg%2F11hbql09qd!19sChIJMw3SlptsrjsR089ZVqICddI?authuser=0&hl=en&rclk=1,https://www.theoterra.com/,Google Maps
The Park Slope,,+91 80 2656 5466,,3.9,175,No,https://www.google.com/maps/place/The+Park+Slope/data=!4m10!3m9!1s0x3bae1595363e4953:0x24bdbd8e89de396c!5m2!4m1!1i2!8m2!3d12.9435371!4d77.5833653!16s%2Fg%2F1hc3d2ghh!19sChIJU0k-NpUVrjsRbDneiY69vSQ?authuser=0&hl=en&rclk=1,https://park-slope.bangalorehotels360.com/,Google Maps
Golden Lotus Boutique Suites,,+91 91486 50149,,3.9,950,Unknown,https://www.google.com/maps/place/Golden+Lotus+Boutique+Suites/data=!4m10!3m9!1s0x3bae16831d51ffad:0x10aaa184e07492f!5m2!4m1!1i2!8m2!3d12.971189!4d77.6171167!16s%2Fg%2F11dxh_z2m8!19sChIJrf9RHYMWrjsRL0kHThiqCgE?authuser=0&hl=en&rclk=1,http://www.thegoldenlotus.in/,Google Maps
"KR inn, Krishnarajapuram",,+91 80673 59600,,4.0,4304,Unknown,"https://www.google.com/maps/place/KR+inn,+Krishnarajapuram/data=!4m10!3m9!1s0x3bae11aa5e0b8d1b:0x88a867510dd7984!5m2!4m1!1i2!8m2!3d13.0144054!4d77.7009516!16s%2Fg%2F12hm55fnx!19sChIJG40LXqoRrjsRhHndEHWGigg?authuser=0&hl=en&rclk=1",https://www.krinn.in/Contact,Google Maps
The Chancery Pavilion,,+91 80 4141 4141,,4.2,19427,Unknown,https://www.google.com/maps/place/The+Chancery+Pavilion/data=!4m10!3m9!1s0x3bae15d7b63cf2eb:0x8f7b9a58eea12c1b!5m2!4m1!1i2!8m2!3d12.9660768!4d77.5985478!16s%2Fg%2F11xhjy5dw!19sChIJ6_I8ttcVrjsRGyyh7liae48?authuser=0&hl=en&rclk=1,https://chanceryhotels.com/pavilion/,Google Maps
Sterling's Mac Hotel Bengaluru,,+91 80 4249 4949,,4.2,8520,Unknown,https://www.google.com/maps/place/Sterling%27s+Mac+Hotel+Bengaluru/data=!4m10!3m9!1s0x3bae140611f82893:0x78740568f7631b02!5m2!4m1!1i2!8m2!3d12.9595557!4d77.6488222!16s%2Fg%2F1tdpdms7!19sChIJkyj4EQYUrjsRAhtj92gFdHg?authuser=0&hl=en&rclk=1,http://www.sterlingsmachotel.com/,Google Maps
Grand Mercure Bengaluru at Gopalan Mall,,+91 80 6843 0000,,4.7,4499,Unknown,https://www.google.com/maps/place/Grand+Mercure+Bengaluru+at+Gopalan+Mall/data=!4m10!3m9!1s0x3bae114af0627a73:0xc7b915837770cbef!5m2!4m1!1i2!8m2!3d12.9926404!4d77.6611684!16s%2Fg%2F11f__2mkqf!19sChIJc3pi8EoRrjsR78twd4MVucc?authuser=0&hl=en&rclk=1,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8908&merchantid=seo-maps-IN-8908&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,Google Maps
Gardeenia Comfortes Hotel,,+91 80 4224 7048,,3.9,844,Unknown,https://www.google.com/maps/place/Gardeenia+Comfortes+Hotel/data=!4m10!3m9!1s0x3bae6dfea2b97527:0xfde0c6aca2e321a5!5m2!4m1!1i2!8m2!3d12.8233174!4d77.6875568!16s%2Fg%2F11h9brwxvq!19sChIJJ3W5ov5trjsRpSHjoqzG4P0?authuser=0&hl=en&rclk=1,https://hotelgardeeniacomfortes.bookmystay.io/,Google Maps
Aura Corporate Suites at Manyata Tech Park,,+91 80880 75846,,4.4,543,Unknown,https://www.google.com/maps/place/Aura+Corporate+Suites+at+Manyata+Tech+Park/data=!4m10!3m9!1s0x3bae176496b637b9:0x53732ea3c7005a3b!5m2!4m1!1i2!8m2!3d13.052327!4d77.6210737!16s%2Fg%2F11c30sps9v!19sChIJuTe2lmQXrjsRO1oAx6Muc1M?authuser=0&hl=en&rclk=1,https://www.auramanyata.com/,Google Maps
La Marvella - Bengaluru,,+91 80 4333 5333,,4.3,5438,Unknown,https://www.google.com/maps/place/La+Marvella+-+Bengaluru/data=!4m10!3m9!1s0x3bae1596c7a15525:0x470e277f27a601c5!5m2!4m1!1i2!8m2!3d12.9369233!4d77.5806328!16s%2Fg%2F1tg_dh5f!19sChIJJVWhx5YVrjsRxQGmJ38nDkc?authuser=0&hl=en&rclk=1,https://www.lamarvella.com/,Google Maps
"ITC Gardenia, a Luxury Collection Hotel, Bengaluru",,+91 80 2211 9898,,4.6,25888,Unknown,"https://www.google.com/maps/place/ITC+Gardenia,+a+Luxury+Collection+Hotel,+Bengaluru/data=!4m10!3m9!1s0x3a0276dd2cf216d3:0x523e0c08edd084f2!5m2!4m1!1i2!8m2!3d12.9669848!4d77.5955521!16s%2Fg%2F124stnrjw!19sChIJ0xbyLN12AjoR8oTQ7QgMPlI?authuser=0&hl=en&rclk=1",https://www.marriott.com/en-us/hotels/blrgl-itc-gardenia-a-luxury-collection-hotel-bengaluru/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Google Maps
Radisson Hotel Bengaluru City Center,,+91 80 6221 0103,,4.4,3131,Unknown,https://www.google.com/maps/place/Radisson+Hotel+Bengaluru+City+Center/data=!4m10!3m9!1s0x3bae169ad4b91593:0xa2346ad0a509a64a!5m2!4m1!1i2!8m2!3d12.976228!4d77.6195781!16s%2Fg%2F11g1md65_h!19sChIJkxW51JoWrjsRSqYJpdBqNKI?authuser=0&hl=en&rclk=1,https://www.radissonhotels.com/en-us/hotels/radisson-bengaluru-city-center?cid=a:se+b:gmb+c:apac+i:local+e:rad+d:ind+h:INKABENCTR,Google Maps
"The Ritz-Carlton, Bangalore",,+91 80 4914 8000,,4.6,19781,Unknown,"https://www.google.com/maps/place/The+Ritz-Carlton,+Bangalore/data=!4m10!3m9!1s0x3bae1678b41def33:0xfe8ae8000ba8c87f!5m2!4m1!1i2!8m2!3d12.9683498!4d77.6011114!16s%2Fg%2F1hhk8y6t0!19sChIJM-8dtHgWrjsRf8ioCwDoiv4?authuser=0&hl=en&rclk=1",https://www.ritzcarlton.com/en/hotels/blrrz-the-ritz-carlton-bangalore/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,Google Maps
Laika Boutique Stay,,+91 94828 06630,,4.3,214,Unknown,https://www.google.com/maps/place/Laika+Boutique+Stay/data=!4m10!3m9!1s0x3bae1682e4558ed7:0xcaac08bb44fc319f!5m2!4m1!1i2!8m2!3d12.9706163!4d77.6168498!16s%2Fg%2F1tm283q3!19sChIJ145V5IIWrjsRnzH8RLsIrMo?authuser=0&hl=en&rclk=1,http://www.laika.in/,Google Maps
Secret Valley Resort,,+91 74118 41371,,3.4,542,No,https://www.google.com/maps/place/Secret+Valley+Resort/data=!4m10!3m9!1s0x3bae4141e79a4111:0x22b342a929c20efa!5m2!4m1!1i2!8m2!3d12.838954!4d77.5277565!16s%2Fg%2F11s7f_w3rj!19sChIJEUGa50FBrjsR-g7CKalCsyI?authuser=0&hl=en&rclk=1,https://www.secretvalleyretreat.com/,Google Maps
Coorg Lotus Villa,,917676549968,,0.0,0,Unknown,,https://coorglotusvilla.com/,OpenStreetMap
Coorg Wilderness Resort & Spa,,+91 63646 01941,"Virajpet Main Road, Mekeri",4.6,711,Unknown,https://www.google.com/maps/place/Coorg+Wilderness+Resort+%26+Spa/data=!4m7!3m6!1s0x3ba5ab983ff91a2d:0xa74e1d5f9a8ed574!8m2!3d12.4021645!4d75.7483342!16s%2Fg%2F11hy_qk3dl!19sChIJLRr5P5irpTsRdNWOml8dTqc?authuser=0&hl=en&rclk=1,https://www.coorgwildernessresort.in/,Google Maps
The Ibnii,,+91 80 4718 3111,"123 Ibnivalavadi Village, Boikeri, Madikeri",4.5,2420,Unknown,https://www.google.com/maps/place/The+Ibnii/data=!4m7!3m6!1s0x3ba50080e7e70a7f:0x2db73e7faa9a7cc7!8m2!3d12.4287421!4d75.7626022!16s%2Fg%2F11b6gcxv1z!19sChIJfwrn54AApTsRx3yaqn8-ty0?authuser=0&hl=en&rclk=1,https://www.ibnii.com/,Google Maps
