Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL,Source
TAUPE Salon,,+234 902 331 7550,"SLEEK STUDIO SQUARE, 133 Ahmadu Bello Wy",4.7,64,Unknown,https://www.google.com/maps/place/TAUPE+Salon/data=!4m7!3m6!1s0x103b8b8f882b7c9b:0x2853e7a6b6008d11!8m2!3d6.4282969!4d3.4092186!16s%2Fg%2F11fl0fgrzd!19sChIJm3wriI-LOxAREY0AtqbnUyg?authuser=0&hl=en&rclk=1,http://www.taupesalon.com/,Google Maps
THEHAIRCARETAKERS BEAUTY SALON... NATURAL HAIR SALON,,+234 809 396 5445,433 Herbert Macaulay Wy,4.9,47,Unknown,https://www.google.com/maps/place/THEHAIRCARETAKERS+BEAUTY+SALON...+NATURAL+HAIR+SALON/data=!4m7!3m6!1s0x103b8d6b939bb563:0x4c1d0130e5437128!8m2!3d6.515414!4d3.375389!16s%2Fg%2F11smkbb4rc!19sChIJY7Wbk2uNOxARKHFD5TABHUw?authuser=0&hl=en&rclk=1,http://www.thehaircaretakers.com/,Google Maps
KiQwins Experience,,+234 904 955 9564,6 Idumobi St,4.7,49,Unknown,https://www.google.com/maps/place/KiQwins+Experience/data=!4m7!3m6!1s0x103b93ce74e0a8b9:0xd3b8634383cce92!8m2!3d6.5755405!4d3.3755627!16s%2Fg%2F11qsd807j4!19sChIJuajgdM6TOxARks48ODSGOw0?authuser=0&hl=en&rclk=1,https://book.withsplice.com/kiqwinsexperience,Google Maps
Kutie's Beauty Lounge,,+234 812 441 6681,"Deeper Life Church, First floor, 8 Ajayi Aina Street, Ifako, opposite Gate A4 of",4.5,159,Unknown,https://www.google.com/maps/place/Kutie%27s+Beauty+Lounge/data=!4m7!3m6!1s0x103b8d655229156b:0xfc4c5ddd3542c5b0!8m2!3d6.556244!4d3.389315!16s%2Fg%2F11f3hj75mj!19sChIJaxUpUmWNOxARsMVCNd1dTPw?authuser=0&hl=en&rclk=1,https://amsbeautylounge.clients.site/,Google Maps
REFLEX SALON,,+234 903 268 7235,12 Adeyinka Osijo St,4.9,147,Unknown,https://www.google.com/maps/place/REFLEX+SALON/data=!4m7!3m6!1s0x103b8d9558934d49:0x4617c492cf74af93!8m2!3d6.5253015!4d3.3870841!16s%2Fg%2F11fnp_8p02!19sChIJSU2TWJWNOxARk690z5LEF0Y?authuser=0&hl=en&rclk=1,https://form.jotform.com/232425491368561,Google Maps
Hair by TMS Lekki,,+234 913 771 6736,4B Oyibo Adjarho St,4.8,177,Unknown,https://www.google.com/maps/place/Hair+by+TMS+Lekki/data=!4m7!3m6!1s0x103bf5fd75204b71:0x8ee7af850e77407c!8m2!3d6.4470394!4d3.4804495!16s%2Fg%2F11h8b58h54!19sChIJcUsgdf31OxARfEB3DoWv544?authuser=0&hl=en&rclk=1,http://www.hairbytms.com/,Google Maps
Eldorado Salon & Spa,,+234 814 221 1033,"GRA Zone, Ijaiye Housing Estate, Off Oba Ogunji Rd",4.5,128,Unknown,https://www.google.com/maps/place/Eldorado+Salon+%26+Spa/data=!4m7!3m6!1s0x103b918bf03f5725:0xe09786a015edfb69!8m2!3d6.6330469!4d3.3320768!16s%2Fg%2F11h1hs_q5q!19sChIJJVc_8IuROxARafvtFaCGl-A?authuser=0&hl=en&rclk=1,https://eldorado-salon-spa.vercel.app/,Google Maps
KLS Natural Beauty Bar,,+234 903 987 1925,29C Ikorodu Cres,4.4,54,Unknown,https://www.google.com/maps/place/KLS+Natural+Beauty+Bar/data=!4m7!3m6!1s0x103b8b34c409f493:0x7980162c2b49d771!8m2!3d6.4566192!4d3.4188184!16s%2Fg%2F11fkmyy_zx!19sChIJk_QJxDSLOxARcddJKywWgHk?authuser=0&hl=en&rclk=1,http://klsnaturals.com/,Google Maps
"BeaTheStylist Beauty Salon | Hair, Makeup & Nails in Ikeja",,+234 706 355 7355,15 Amore Street,4.9,94,Unknown,"https://www.google.com/maps/place/BeaTheStylist+Beauty+Salon+%7C+Hair,+Makeup+%26+Nails+in+Ikeja/data=!4m7!3m6!1s0x103b93ebaa7ce45f:0x988aac49aba50bc7!8m2!3d6.5973595!4d3.3491336!16s%2Fg%2F11flm9m139!19sChIJX-R8quuTOxARxwulq0msipg?authuser=0&hl=en&rclk=1",https://beathestylist.com.ng/beauty-salon-services-in-lagos/,Google Maps
"Olajire Accord Beauty|Best short hair salon in Lagos|Pixie cut Salon in Lagos|Hair Salon in Lagos, Nigeria|Best in the world",,+234 802 309 3644,13 Bishop St,4.5,194,Unknown,"https://www.google.com/maps/place/Olajire+Accord+Beauty%7CBest+short+hair+salon+in+Lagos%7CPixie+cut+Salon+in+Lagos%7CHair+Salon+in+Lagos,+Nigeria%7CBest+in+the+world/data=!4m7!3m6!1s0x10441ad0048c08d9:0x10d27370f254fda9!8m2!3d6.5521914!4d3.3599399!16s%2Fg%2F11b6swrhqb!19sChIJ2QiMBNAaRBARqf1U8nBz0hA?authuser=0&hl=en&rclk=1",https://olajireaccordbeautysalon.com/,Google Maps
Havana Unisex Salon and Spa || Best Salon in Ago Iwoye,,+234 704 073 3706,185 Ago Palace Way,4.9,25,Unknown,https://www.google.com/maps/place/Havana+Unisex+Salon+and+Spa+%7C%7C+Best+Salon+in+Ago+Iwoye/data=!4m7!3m6!1s0x103b8fdfffc0891d:0x8ced4f2709239bfa!8m2!3d6.4938633!4d3.2984713!16s%2Fg%2F11yq8qt_c0!19sChIJHYnA_9-POxAR-psjCSdP7Yw?authuser=0&hl=en&rclk=1,https://havanaunisex.netlify.app/,Google Maps
KHEZILE HAIR AND BEAUTY,,+234 916 902 2642,"Shangisha, 11 Alh. Aromolate street",4.9,63,Unknown,https://www.google.com/maps/place/KHEZILE+HAIR+AND+BEAUTY/data=!4m7!3m6!1s0x103b93b20ae0517b:0x178b130d0a6d5ebc!8m2!3d6.6107533!4d3.3746179!16s%2Fg%2F11h31w68bl!19sChIJe1HgCrKTOxARvF5tCg0Tixc?authuser=0&hl=en&rclk=1,https://www.fresha.com/book-now/khezile-unisex-salon-hair-beauty-cn1pw6hd/all-offer?id=890234&pId=837829,Google Maps
"Bisola Hair | Oriental Hotel Premium Salon, Victoria Island, Lekki, Frontal Install Buy Luxury Wigs, Wash, Style, Braids",,+234 817 777 7435,"Lagos Oriental Hotel, 3 Lekki - Epe Expy",5.0,225,Unknown,"https://www.google.com/maps/place/Bisola+Hair+%7C+Oriental+Hotel+Premium+Salon,+Victoria+Island,+Lekki,+Frontal+Install+Buy+Luxury+Wigs,+Wash,+Style,+Braids/data=!4m7!3m6!1s0x103b8bcbc05c38b5:0x6ebc482ad24897fb!8m2!3d6.4358141!4d3.4446785!16s%2Fg%2F11j3pmh71_!19sChIJtThcwMuLOxAR-5dI0ipIvG4?authuser=0&hl=en&rclk=1",http://www.bisolahair.com/,Google Maps
Mom & I Beauty Salon & MedSpa,,+234 805 589 1099,"Radisson Blu Anchorage Hotel, 1a Ozumba Mbadiwe Ave, Ozumba Mbadawi Avenue",4.4,114,Unknown,https://www.google.com/maps/place/Mom+%26+I+Beauty+Salon+%26+MedSpa/data=!4m7!3m6!1s0x103b8b40153da7ed:0xbce56d36df0b4fbf!8m2!3d6.4367268!4d3.4172513!16s%2Fg%2F11px825t6s!19sChIJ7ac9FUCLOxARv08L3zZt5bw?authuser=0&hl=en&rclk=1,http://www.momandibeauty.com/,Google Maps
"Hair By Nubian - Hair Salon | Manicure & Pedicure | Makeup Artist | Ikeja, Lagos",,+234 810 979 6852,"Distinct Plaza, Kudirat Abiola Way",4.9,46,Unknown,"https://www.google.com/maps/place/Hair+By+Nubian+-+Hair+Salon+%7C+Manicure+%26+Pedicure+%7C+Makeup+Artist+%7C+Ikeja,+Lagos/data=!4m7!3m6!1s0x103b93f23edeb3a5:0xc3e188590338ac81!8m2!3d6.6016688!4d3.3631923!16s%2Fg%2F11v5fd3wdl!19sChIJpbPePvKTOxARgaw4A1mI4cM?authuser=0&hl=en&rclk=1",https://hairbynubian.com/,Google Maps
Hello Texture Beauty Bar,,+234 903 029 0156,9a Bashorun R.I. Okusanya Ave,4.6,49,Unknown,https://www.google.com/maps/place/Hello+Texture+Beauty+Bar/data=!4m7!3m6!1s0x103bf59babc3eebd:0xc62f5963ddf0da2f!8m2!3d6.4485856!4d3.4725533!16s%2Fg%2F11y4t95qhr!19sChIJve7Dq5v1OxARL9rw3WNZL8Y?authuser=0&hl=en&rclk=1,https://www.hellotexturehair.com/,Google Maps
Omera Unisex Salon,,+234 916 335 3000,126 Bunmi-Olowude St,5.0,254,Unknown,https://www.google.com/maps/place/Omera+Unisex+Salon/data=!4m7!3m6!1s0x103bf50079828943:0xd0ce3cad4cd0e6ac!8m2!3d6.429048!4d3.466895!16s%2Fg%2F11y5nq2kc_!19sChIJQ4mCeQD1OxARrObQTK08ztA?authuser=0&hl=en&rclk=1,https://www.fresha.com/book-now/omera-unisex-salon-s8reh7d2/all-offer?share=true&pId=1396964,Google Maps
Tol Beauty Bar Unisex Salon,,+234 905 323 4705,"Tol Beauty Bar Unisex Saloon E-mart Mall, Oba Akinloye Dr",4.8,10,Unknown,https://www.google.com/maps/place/Tol+Beauty+Bar+Unisex+Salon/data=!4m7!3m6!1s0x103bf7b33262b661:0x2d09d0811fbb879b!8m2!3d6.4395894!4d3.5427392!16s%2Fg%2F11lp1yt64z!19sChIJYbZiMrP3OxARm4e7H4HQCS0?authuser=0&hl=en&rclk=1,https://tolbeautybar.com/,Google Maps
SHE BEAUTY STUDIO,,+234 707 636 1197,163 Ogudu Rd,4.9,56,Unknown,https://www.google.com/maps/place/SHE+BEAUTY+STUDIO/data=!4m7!3m6!1s0x103b93cfaa70c9a5:0xd76cf76d141eb7ae!8m2!3d6.5747701!4d3.3934491!16s%2Fg%2F11yn3ymyxr!19sChIJpclwqs-TOxARrrceFG33bNc?authuser=0&hl=en&rclk=1,https://she.clients.site/,Google Maps
Mobeautybar Salon,,+234 903 358 6959,"24 Kayode Otitoju St, off Admiralty Road",4.7,50,Unknown,https://www.google.com/maps/place/Mobeautybar+Salon/data=!4m7!3m6!1s0x103bf58caaa6550b:0x149f2ae7a11e5389!8m2!3d6.4507871!4d3.4735827!16s%2Fg%2F11kk07pqjz!19sChIJC1Wmqoz1OxARiVMeoecqnxQ?authuser=0&hl=en&rclk=1,https://mobeautybar.com/,Google Maps
Kinky Apothecary,,+234 817 694 5728,"First Floor, Left Wing, Plot 13 Admiralty Wy",4.7,51,Unknown,https://www.google.com/maps/place/Kinky+Apothecary/data=!4m7!3m6!1s0x103bf4f84e86e5c5:0x3dd04f5ecc0df9f!8m2!3d6.4475607!4d3.4670581!16s%2Fg%2F11gfm353n0!19sChIJxeWGTvj0OxARn9_A7PUE3QM?authuser=0&hl=en&rclk=1,http://kinkyapothecary.com/,Google Maps
Eniola Beauty Salon,,+234 915 930 9946,49a Adebayo Doherty Rd,4.7,99,Unknown,https://www.google.com/maps/place/Eniola+Beauty+Salon/data=!4m7!3m6!1s0x103bf586d7668ff9:0x6d37605014145344!8m2!3d6.4392128!4d3.4642639!16s%2Fg%2F11rk4f_cb0!19sChIJ-Y9m14b1OxARRFMUFFBgN20?authuser=0&hl=en&rclk=1,https://eniolabeautysalon.com.ng/,Google Maps
Eden Salon,,+234 909 532 6486,"Km 18, Lekki Lekki - Epe Express Road",4.5,154,Unknown,https://www.google.com/maps/place/Eden+Salon/data=!4m7!3m6!1s0x103bf67d4080029d:0x58be801b0173cb57!8m2!3d6.4388863!4d3.5195618!16s%2Fg%2F1q5blf1zn!19sChIJnQKAQH32OxARV8tzARuAvlg?authuser=0&hl=en&rclk=1,http://www.vanette.com.ng/about-us/,Google Maps
Kisses by KLS Natural,,+234 901 122 8844,42 Adeniji St,4.4,74,Unknown,https://www.google.com/maps/place/Kisses+by+KLS+Natural/data=!4m7!3m6!1s0x103b916a234d047f:0x802262a9cfc8916f!8m2!3d6.6312214!4d3.347408!16s%2Fg%2F11fr6_ndqm!19sChIJfwRNI2qROxARb5HIz6liIoA?authuser=0&hl=en&rclk=1,https://klsnaturals.com/,Google Maps
Bloom Hair Atelier,,+234 913 444 5179,15 Glover Rd,4.4,85,Unknown,https://www.google.com/maps/place/Bloom+Hair+Atelier/data=!4m7!3m6!1s0x103bf4c8b3098ea1:0xd7743665b1b9ad88!8m2!3d6.4551809!4d3.4288637!16s%2Fg%2F11sn_5pjz6!19sChIJoY4Js8j0OxARiK25sWU2dNc?authuser=0&hl=en&rclk=1,http://bloomhairatelier.com/,Google Maps
MommaDaughters Natural Hair Salon,,+234 812 189 9472,"Plot 309 5th Ave Rd, opposite Okiki House",4.7,47,Unknown,https://www.google.com/maps/place/MommaDaughters+Natural+Hair+Salon/data=!4m7!3m6!1s0x103b91911ba39dfd:0xa922d58e894dec58!8m2!3d6.6007654!4d3.2833901!16s%2Fg%2F11h1pfs_1g!19sChIJ_Z2jG5GROxARWOxNiY7VIqk?authuser=0&hl=en&rclk=1,http://mommadaughters.com/,Google Maps
Simply Chic Beauty Salon,,+234 708 935 8805,"Biporal Shopping Arcade, 3rd Oval (By The Playground Ikoyi",4.0,41,Unknown,https://www.google.com/maps/place/Simply+Chic+Beauty+Salon/data=!4m7!3m6!1s0x103bf5623d5d1095:0xf5e4525312634421!8m2!3d6.465866!4d3.4530801!16s%2Fg%2F11fml267c1!19sChIJlRBdPWL1OxARIURjElNS5PU?authuser=0&hl=en&rclk=1,https://simplychicng.com/contact/,Google Maps
Hair by Treapotter | Lekki Beauty Salon | Dreadlocks Piercings & Wig shop,,+234 901 973 9663,"Beer Barn, 32a Admiralty Wy",5.0,86,Unknown,https://www.google.com/maps/place/Hair+by+Treapotter+%7C+Lekki+Beauty+Salon+%7C+Dreadlocks+Piercings+%26+Wig+shop/data=!4m7!3m6!1s0x103bf5e11c8e76a7:0x2ebf379f71f4c1ea!8m2!3d6.4481089!4d3.4770185!16s%2Fg%2F11m5y1xsbj!19sChIJp3aOHOH1OxAR6sH0cZ83vy4?authuser=0&hl=en&rclk=1,http://treapotter.com.ng/,Google Maps
The Hair Center Salon,,+234 813 818 3562,41b Iwaya Rd,4.1,96,Unknown,https://www.google.com/maps/place/The+Hair+Center+Salon/data=!4m7!3m6!1s0x103b8d5602793357:0xf1d95f22dc0f7877!8m2!3d6.5070602!4d3.3876893!16s%2Fg%2F11gw2wzzg4!19sChIJVzN5AlaNOxARd3gP3CJf2fE?authuser=0&hl=en&rclk=1,https://www.fresha.com/book-now/the-hair-center-salon-rxar131f/all-offer?share=true&pId=297450,Google Maps
Locitude Studio,,+234 818 300 1122,"Ste 44, Dolphin Plaza, Corporation Dr",4.6,222,Unknown,https://www.google.com/maps/place/Locitude+Studio/data=!4m7!3m6!1s0x103b8b363e4d74fb:0x3f0f64d8ce357e50!8m2!3d6.4591215!4d3.4131325!16s%2Fg%2F11c61hbvyc!19sChIJ-3RNPjaLOxARUH41zthkDz8?authuser=0&hl=en&rclk=1,http://locitude.com/,Google Maps
TouchedBy02,,+234 706 176 7855,"Alade Market, 29b afolabi aina, off obafemi awolowo, beside Nelson food and lifestyle",5.0,84,Unknown,https://www.google.com/maps/place/TouchedBy02/data=!4m7!3m6!1s0x103b9380dd6dc12b:0x6ba7a5b8105cae05!8m2!3d6.6071436!4d3.3503123!16s%2Fg%2F11whp0bpmk!19sChIJK8Ft3YCTOxARBa5cELilp2s?authuser=0&hl=en&rclk=1,https://touchedby02.vercel.app/,Google Maps
Timi_Hairtertainment | Beauty Salon in Lekki Phase 1,,+234 816 406 9336,"Ste 24, Aaron’s Lekki mall, 12b Olubunmi Owa St",5.0,49,Unknown,https://www.google.com/maps/place/Timi_Hairtertainment+%7C+Beauty+Salon+in+Lekki+Phase+1/data=!4m7!3m6!1s0x103bf55f40940d1f:0x55182c0d02697ce1!8m2!3d6.4456305!4d3.4712559!16s%2Fg%2F11h_66sxt7!19sChIJHw2UQF_1OxAR4XxpAg0sGFU?authuser=0&hl=en&rclk=1,https://timi-hairtertainment.vercel.app/,Google Maps
Natures Gentle Touch | Natural Hair Care Products in Nigeria.,,+234 703 832 1653,"Industrial Estate 3K, 22 Aswani Road, Oduduwa Way",4.7,423,Unknown,https://www.google.com/maps/place/Natures+Gentle+Touch+%7C+Natural+Hair+Care+Products+in+Nigeria./data=!4m7!3m6!1s0x103b8e7698c44143:0xa6c1b6bf63457935!8m2!3d6.5737645!4d3.3578241!16s%2Fg%2F11bw14_l1r!19sChIJQ0HEmHaOOxARNXlFY7-2waY?authuser=0&hl=en&rclk=1,https://naturesgentletouch.com/,Google Maps
Natural Hair Avenue - Flagship Store,,+234 902 324 2808,"2B Adebola Ojomu Street, by Brown junction, opposite Gloryland Int'l College",4.6,142,Unknown,https://www.google.com/maps/place/Natural+Hair+Avenue+-+Flagship+Store/data=!4m7!3m6!1s0x103b8d3d1da93ba3:0x8bd142289f62821e!8m2!3d6.4938847!4d3.342358!16s%2Fg%2F11flbswt7z!19sChIJozupHT2NOxARHoJinyhC0Ys?authuser=0&hl=en&rclk=1,https://naturalhairavenue.com/,Google Maps
Locvilla ikoyi,,+234 705 228 6702,"2 Okotie Rd, off Awolowo Road",5.0,63,Unknown,https://www.google.com/maps/place/Locvilla+ikoyi/data=!4m7!3m6!1s0x103b8b9dc0186f43:0xa143ccfac4068eb2!8m2!3d6.4471436!4d3.4195151!16s%2Fg%2F11t38jw482!19sChIJQ28YwJ2LOxARso4GxPrMQ6E?authuser=0&hl=en&rclk=1,http://book.heygoldie.com/Locvilla,Google Maps
Nefertiti HairPlace,,+234 903 645 6865,7b Dr. S. Ezekuse Cl,4.9,32,Unknown,https://www.google.com/maps/place/Nefertiti+HairPlace/data=!4m7!3m6!1s0x103bf575eb44de1f:0x4b07b261fd3cfa0c!8m2!3d6.4509728!4d3.4722422!16s%2Fg%2F11fqwvlf2k!19sChIJH95E63X1OxARDPo8_WGyB0s?authuser=0&hl=en&rclk=1,https://nefertitihairplace.com/,Google Maps
Kayzplace Barbershop,,+234 909 000 2719,25a Admiralty Wy,4.5,591,Unknown,https://www.google.com/maps/place/Kayzplace+Barbershop/data=!4m7!3m6!1s0x103bf4fdd737aa61:0x41ac4b6831be65f9!8m2!3d6.4480733!4d3.4734871!16s%2Fg%2F11b5qjq5cm!19sChIJYao31_30OxAR-WW-MWhLrEE?authuser=0&hl=en&rclk=1,http://www.kayzplaceworldwide.com/,Google Maps
HairTalksByRay,,+234 706 216 2999,209 Borno Way,4.6,41,Unknown,https://www.google.com/maps/place/HairTalksByRay/data=!4m7!3m6!1s0x103b8dd3abba666b:0xc22b65428fbb30a6!8m2!3d6.4913669!4d3.3798696!16s%2Fg%2F11gxxflh_k!19sChIJa2a6q9ONOxARpjC7j0JlK8I?authuser=0&hl=en&rclk=1,https://hairtalksbyray.com/,Google Maps
Routine salon Lagos,,+234 911 315 9298,39 Onikoyi Rd,4.8,19,Unknown,https://www.google.com/maps/place/Routine+salon+Lagos/data=!4m7!3m6!1s0x103b8d42b0e46873:0xfd737a90d6e0111c!8m2!3d6.4566653!4d3.446423!16s%2Fg%2F11wq8qls4q!19sChIJc2jksEKNOxARHBHg1pB6c_0?authuser=0&hl=en&rclk=1,https://www.routine.ng/,Google Maps
Capelli Salon And Beauty Parlour,,+234 816 440 1313,107 Opebi Rd,4.5,79,Unknown,https://www.google.com/maps/place/Capelli+Salon+And+Beauty+Parlour/data=!4m7!3m6!1s0x103b9269820d7eb3:0x6c5883ab6b5a5adf!8m2!3d6.5844001!4d3.365721!16s%2Fg%2F11b6d9rdns!19sChIJs34NgmmSOxAR31paa6uDWGw?authuser=0&hl=en&rclk=1,http://www.capelliparlour.com/,Google Maps
Braiders Club Braiding Salon,,+234 818 380 7812,42b Fola Osibo Rd,4.5,106,Unknown,https://www.google.com/maps/place/Braiders+Club+Braiding+Salon/data=!4m7!3m6!1s0x103bf51fd81ec427:0xab86b9f61bcf3419!8m2!3d6.442331!4d3.470586!16s%2Fg%2F11ppz888zc!19sChIJJ8Qe2B_1OxARGTTPG_a5hqs?authuser=0&hl=en&rclk=1,http://braidersclub.com/,Google Maps
Bimfem Natural Hair Salon,,+234 703 237 8915,"besides gtbank, 7 Anthony Village Rd",4.2,26,Unknown,https://www.google.com/maps/place/Bimfem+Natural+Hair+Salon/data=!4m7!3m6!1s0x103b91a85e054df1:0xdaba6c58f08c5bd3!8m2!3d6.5590956!4d3.3690228!16s%2Fg%2F11h0v98442!19sChIJ8U0FXqiROxAR01uM8Fhsuto?authuser=0&hl=en&rclk=1,http://www.bimfemplus.com/,Google Maps
MEVOLY Hair & Care Natural Hair Salon,,+234 703 505 3305,"1A Vanni Estate, Dipo Abe street, Ojodu Berger",4.9,54,Unknown,https://www.google.com/maps/place/MEVOLY+Hair+%26+Care+Natural+Hair+Salon/data=!4m7!3m6!1s0x103b936b955c86a9:0xf68b4bfb3a5807ae!8m2!3d6.6475698!4d3.3595069!16s%2Fg%2F11xkvpdz2x!19sChIJqYZclWuTOxARrgdYOvtLi_Y?authuser=0&hl=en&rclk=1,https://www.fresha.com/book-now/mevoly-hair-care-yiu9vfj0/all-offer?share=true&pId=761678,Google Maps
The Braiding Studio by W&G Hair and Beauty salon,,+234 916 985 9898,3b Bankole Cardoso Ave,5.0,4,Unknown,https://www.google.com/maps/place/The+Braiding+Studio+by+W%26G+Hair+and+Beauty+salon/data=!4m7!3m6!1s0x103bf4c23d081a3d:0x9af3144aed7f0b30!8m2!3d6.4536823!4d3.4389532!16s%2Fg%2F11f12_80b1!19sChIJPRoIPcL0OxARMAt_7UoU85o?authuser=0&hl=en&rclk=1,https://www.fresha.com/a/the-braiding-studio-by-w-g-lagos-3b-bankole-cardoso-avenue-off-glover-le207o61/all-offer?menu=true&pId=699715,Google Maps
Tresses Lagos,,+234 818 682 4547,67 Kofo Abayomi St,4.3,35,Unknown,https://www.google.com/maps/place/Tresses+Lagos/data=!4m7!3m6!1s0x103bf5259107586f:0x8451c9bf00ef665b!8m2!3d6.4322322!4d3.4211858!16s%2Fg%2F11bxflbmll!19sChIJb1gHkSX1OxARW2bvAL_JUYQ?authuser=0&hl=en&rclk=1,http://tresseslagos.com/,Google Maps
